Route Code,Destination AD,Fly along,
ZUCK-SARIN-02,EDDF EDFH EGAE EGCC EGGW EGKK EGLL EGSS EHAM ELLX ENFB ENGM LFAT LFPB LFPG LFPO LHBP LIRA LIRF UUDD UUEE UUMO UUWW,PINAB W80 WFX W179 OMBON B330 GOBIN W66 NUKTI B215 FKG A368 SARIN,
ZUCK-TAMOT-01,NZAA PGSN RPLL RPMM RPSP RPVK RPVM WADD WAMM WBKK YBBN YMML YSSY,UNRIX W180 LIDMA W182 LAGEX G586 SJG B330 TAMOT,
ZUGY-AGAVO-01,RKSI RKSM RKSS,UGUGU W183 HUY A581 IDPOG W56 VADMO W4 IKEKA A591 AGAVO,
ZUGY-ARGUK-01,PAED PANC,UGUGU W183 HUY A581 BODUV W102 SHX W4 LIMGI W175 AVKES G212 SOTMU B339 HUR B334 TGO G212 ARGUK,
ZUGY-KATBO-01,VVCR VVDL VVDN VVPQ VVTS,SUMUN W179 BIPIP A581 QNX W136 XISLI A581 SGM A599 ADBAG R471 KATBO,
ZUGY-LAMEN-01,RJAA RJBB RJGG RJNA RJOO RJTT RJTY RKPC RKSI RKSM RKSS,UGUGU W183 HUY A581 WHA R343 PK W116 JTN G327 LAMEN,
ZUGY-LINSO-01,VCBI VCCC VNKT VYMD VYYY,SUMUN W179 BIPIP A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZUGY-MORIT-01,EGAE EGGW EGKK EGLL EGSS LFAT LFPB LFPG LFPO ULLI UNNT UUDD UUEE UUMO UUWW,SUMUN W179 OMBON B330 MORIT,
ZUGY-SAGAG-01,VDPP VDSA VDSR VDSV VLLB VLVT VTBD VTBS VTBU VTCA VTCC VTCT VTSG VTSP WMKJ WSAP WSSL WSSS,SUMUN W179 BIPIP A581 QNX W136 XISLI A581 SAGAG,
ZUGY-SARIN-01,EGAE EGGW EGKK EGLL EGSS LFAT LFPB LFPG LFPO LTBA LTFJ,SUMUN W179 OMBON B330 GOBIN W66 NUKTI B215 FKG A368 SARIN,
ZUGY-SARIN-02,EGAE EGGW EGKK EGLL EGSS LFAT LFPB LFPG LFPO LIMB LIMC LIML LTBA LTFJ,SUMUN W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG A368 SARIN,
ZUGY-TAMOT-01,RPVE RPVK RPVM WADD WBKK YMML YSSY,UGUGU W182 LAGEX G586 SJG B330 TAMOT,
ZUGY-TEBAK-01,VDPP VVNB WMKK WMKL WMKP,UGUGU W182 LAGEX G586 SJG W2 LBN R343 WUY R474 TEBAK,
ZULS-NONIM-01,VNKT,LXA B345 NONIM,
ZUTF-AGAVO-01,RKSI RKSM RKSS,SAGPI W81 NSH G212 VYK W34 VAPGU W100 ORAVA W201 UNSEK A326 DONVO G597 AGAVO,
ZUTF-ARGUK-01,CYVR KLAX PAED PANC,SAGPI W81 NSH G212 SOTMU B339 HUR B334 TGO G212 ARGUK,
ZUTF-KAMUD-01,OMDB OMDW,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 NIXUK W621 DNH W187 SADAN W186 KAMUD,
ZUTF-KAMUD-02,UTTT,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 TODOD W112 TUSLI W187 SADAN W186 KAMUD,
ZUTF-KATBO-01,VVCR VVDN VVNB VVPQ VVTS,LUVEN G212 SGM A599 ADBAG R471 KATBO,
ZUTF-LAMEN-01,KLAX PAED PANC RJAA RJBB RJOO RJTT RJTY,UBRAB B213 WHA R343 PK W116 JTN G327 LAMEN,
ZUTF-LINSO-01,HAAB HECA OMAA OMAD OMDB OMDW OTBD OTHH VABB VGHS VIDP VOBG VOBL VOMM VRMM VYYY,LUVEN G212 SGM A599 LINSO,
ZUTF-MORIT-01,EDDF EFHK EGAE EGGW EGKK EGLL EGSS EHAM KEWR KJFK KLGA KMDW KORD LFAT LFPB LFPG LFPO ULLI UUDD UUEE UUMO UUWW,BOKIR W179 OMBON B330 MORIT,
ZUTF-NONIM-01,VNKT,MUMGO B213 LXA B345 NONIM,
ZUTF-POLHO-01,KEWR KJFK KLGA KMDW KORD,SAGPI W81 NSH G212 WJC W193 ALGOV W101 DUDIL W69 TOREL W84 HET G218 POLHO,
ZUTF-PURPA-01,OPIS,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 TODOD W112 TUSLI W187 MAGIV B215 PURPA,
ZUTF-RULAD-01,UAAA,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG B215 KABDO W119 GOBOK A343 RULAD,
ZUTF-SAGAG-01,VDPP VLVT VTBD VTBD VTBS VTBS VTCC VTSM VTSP WIHH WIII WMKK WMKP WSAP WSSL WSSS,LUVEN G212 SGM A581 SAGAG,
ZUTF-SARIN-01,EHAM HECA LFAT LFPB LFPG LFPO LIRA LIRF LLBG LTBA LTFJ ULLI UUDD UUEE UUMO UUWW,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG A368 SARIN,
ZUTF-SARIN-02,LIRA LIRF,BOKIR W179 OMBON B330 GOBIN W66 NUKTI B215 FKG A368 SARIN,
ZUTF-TAMOT-01,RPLL RPMM WBKK YMML,ATVAX W234 NIXID B330 KWE W181 DUDIT A599 POU B330 TAMOT,
ZUUU-AGAVO-01,RKSI RKSM RKSS RKTU,GURET W233 AGULU W81 NSH G212 VYK W34 VAPGU W100 ORAVA W201 UNSEK A326 DONVO G597 AGAVO,
ZUUU-ARGUK-01,CYVR KLAX KSFO PAED PANC,GURET W233 AGULU W81 NSH G212 SOTMU B339 HUR B334 TGO G212 ARGUK,
ZUUU-GOPTO-01,LFAT LFPB LFPG LFPO,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG G588 NIRAV B206 GOPTO,
ZUUU-GOPTO-02,LFAT LFPB LFPG LFPO,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 QTV W190 ADPET B206 GOPTO,
ZUUU-KAMUD-01,OIIE OIII OMDB OMDW,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 NIXUK W621 DNH W187 SADAN W186 KAMUD,
ZUUU-KAMUD-02,OIIE OIII UTTT,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 TODOD W112 TUSLI W187 SADAN W186 KAMUD,
ZUUU-KATBO-01,VVCR VVDN VVNB VVPQ VVTS,LUVEN G212 SGM A599 ADBAG R471 KATBO,
ZUUU-LAMEN-01,CYVR KLAX KSFO PAED PANC RJAA RJBB RJCC RJCO RJFF RJGG RJNA RJOO RJTT RJTY RKPC ROAH RONA RORS YSSY,UBRAB B213 WHA R343 PK W116 JTN G327 LAMEN,
ZUUU-LINSO-01,HAAB HECA LLBG OMAA OMAD OMDB OMDW OPKC OPLA OTBD OTHH VABB VCBI VCCC VGHS VIDP VNKT VOBG VOBL VOMM VRMM VVNB VYMD VYYY,LUVEN G212 SGM A599 LINSO,
ZUUU-MORIT-01,EDDF EDDM EFHK EGAE EGGW EGKK EGLL EGSS EHAM EKCH EKRK KBOS KEWR KJFK KLGA KMDW KORD LEMD LETO LFAT LFPB LFPG LFPO LHBP LIMB LIMC LIML LIRA LIRF LKPR LOWW LTBA LTFJ UIII ULLI UNKL UNNT USSS UUDD UUEE UUMO UUWW UWUU,BOKIR W179 OMBON B330 MORIT,
ZUUU-NIXAL-01,UNKL USSS,GURET W233 AGULU W81 NSH G212 WJC W193 ALGOV W101 DUDIL W69 TOREL W84 HET B208 NIXAL,
ZUUU-NONIM-01,VNKT,MUMGO B213 LXA B345 NONIM,
ZUUU-POLHO-01,KBOS KEWR KJFK KLGA KMDW KORD PAED PANC,GURET W233 AGULU W81 NSH G212 WJC W193 ALGOV W101 DUDIL W69 TOREL W84 HET G218 POLHO,
ZUUU-PURPA-01,OTBD OTHH,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 TODOD W112 TUSLI W187 MAGIV B215 PURPA,
ZUUU-RULAD-01,EDDK EDFH EPWA OTBD OTHH UAAA,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG B215 KABDO W119 GOBOK A343 RULAD,
ZUUU-SAGAG-01,FIMP FIMP VDPP VDSA VDSR VDSV VLLB VLVT VTBD VTBS VTBU VTCA VTCC VTCT VTSB VTSG VTSM VTSP WADD WADL WIDD WIDN WIHH WIII WMKK WMKL WMKP WSAP WSSL WSSS,LUVEN G212 SGM A581 SAGAG,
ZUUU-SARIN-01,EBBR EBCI EDDF EGAE EGGW EGKK EGLL EGSS EHAM EKCH EKRK ELLX HECA LFAT LFOK LFPB LFPG LFPO LGAV LIPO LIRA LIRF LKPR LLBG LOWW LTBA LTFJ OIIE OIII UACC ULLI URSS UUDD UUEE UUMO UUWW,BOKIR W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG A368 SARIN,
ZUUU-SARIN-02,EGAE EGGW EGKK EGLL EGSS EHAM LEBL LGAV LHBP LIRA LIRF OIIE OIII,BOKIR W179 OMBON B330 GOBIN W66 NUKTI B215 FKG A368 SARIN,
ZUUU-SIMLI-01,PAED PANC,GURET W233 AGULU W81 NSH G212 WJC W193 ALGOV W101 DUDIL W69 HUR B334 TGO G212 HRB A588 SIMLI,
ZUUU-TAMOT-01,NZAA PGSN RPLL RPMM RPSP RPVK RPVM VVNB WADD WADL WAMM WBKK WBKK WBSB YMML YSSY,IDBOR B330 KWE W181 DUDIT A599 POU B330 TAMOT,
ZWSH-KAMUD-01,UAFF UAFU UCFM,KHG W176 MAGIV B215 LESVI W119 AKS W186 KAMUD,
ZWSH-PURPA-01,OPIS OPKC,KHG W176 MAGIV B215 PURPA,
ZWWW-AGAVO-01,RKSI RKSM RKSS,WUR W190 ADPET W188 GOVSA W66 DKO W69 HUR B339 LADIX W34 VAPGU W100 ORAVA W201 UNSEK A326 DONVO G597 AGAVO,
ZWWW-GOPTO-01,PAED PANC UNBB UNNT UNOO,WUR W190 ADPET B206 GOPTO,
ZWWW-KAMUD-01,OAKB OIIE OIII OIMM OMDB OMDW OMSJ UAFF UAFO UAFU UBBB UCFM UTAA UTDD UTDL UTFF UTSS UTTT,WUR B215 KABDO W119 LIMDO A468 KAMUD,
ZWWW-MORIT-01,UIII,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 MORIT,
ZWWW-PURPA-01,LTBA LTFJ OMDB OMDW OMSJ OPIS OPKC OPLA,WUR B215 KABDO W119 LESVI B215 PURPA,
ZWWW-RULAD-01,UAAA UAFF UAFU UAII UBBB UCFM UDYZ URSS UTTT,WUR B215 KABDO W119 GOBOK A343 RULAD,
ZWWW-SAGAG-01,VTBD VTBS VTSP,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 UBKER G212 SGM A581 SAGAG,
ZWWW-SAGAG-02,VTBD VTBS VTSP,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 UBKER G212 SGM A581 SAGAG,
ZWWW-SARIN-01,EBLG EDDF EGAE EGGW EGKK EGLL EGSS EHAM EVRA LFAT LFPB LFPG LFPO LIMB LIMC LIML LIRA LIRF LOWW LTBA LTFJ OEJN OEMA OIIE OIII UACC UBBB UGTB UKBB UKBU UKKK UKKM ULLI USSS UTDD UTTT UUDD UUEE UUMO UUWW UWKD,WUR W190 VARMI A368 SARIN,
ZWWW-TEBUS-01,ZMKD,WUR W190 MULOR G588 TEBUS,
ZYCC-AGAVO-01,RJBB RJFF RJOO RKPC RKPK RKSI RKSM RKSS RKTN RKTU,LEMOT A588 CHI W107 SANKO A326 DONVO G597 AGAVO,
ZYCC-ARGUK-01,UHHH,ISLUK W656 PABKI A588 HRB G212 ARGUK,
ZYCC-BISUN-01,RJAA RJAH RJBB RJCC RJCO RJGG RJNA RJOO RJSS RJTT RJTY UHWW,LJB G341 WQG B451 BISUN,
ZYCC-GOLOT-01,ZKPY,LEMOT A588 BIDIB A345 GOLOT,
ZYCC-INTIK-01,EDDF,BUTET G341 TGO B334 KAKAT W28 UPREK A575 INTIK,
ZYCC-SARUL-01,ZMUB,ISLUK W656 PABKI A588 HRB B451 HLD A345 KAGAK G338 SARUL,
ZYCC-TAMOT-01,VVCR VVDN,BUTET G341 TGO G212 VYK W37 OMBEB R473 WYN W18 TAMOT,
ZYCC-TELOK-01,EKBI UIII UUDD UUEE UUMO UUWW,ISLUK W656 PABKI A588 HRB B451 HLD A345 TELOK,
ZYHB-AGAVO-01,RJAA RJGG RJNA RJTT RJTY RKPK RKSI RKSM RKSS RKTU,DUKIR W655 NIMEM W205 NULRA A588 CHI W107 SANKO A326 DONVO G597 AGAVO,
ZYHB-ARGUK-01,CYYZ KLAX KSJC PAED PANC UHHH UHSS,IGADO G212 ARGUK,
ZYHB-BISUN-01,RJAA RJAH RJBB RJGG RJNA RJNS RJOO RJSN RJTT RJTY UHWW,KETOV B451 BISUN,
ZYHB-SIMLI-01,UEEE UHBB,BUBDI A588 SIMLI,
ZYHB-TAMOT-01,VVCR VVDN WSAP WSSL WSSS,LEGAG W204 RUSBO G212 VYK W37 OMBEB R473 WYN W18 TAMOT,
ZYHB-TELOK-01,EKBI LFOK UIAA UIII UNAA UNKL UNNT USCC USSS,ONINA B451 HLD A345 TELOK,
ZYJM-AGAVO-01,RKSI RKSM RKSS,JMU G212 HRB A588 CHI W107 SANKO A326 DONVO G597 AGAVO,
ZYMD-BISUN-01,UHWW,MDJ W39 UGABI B451 BISUN,
ZYTL-AGAVO-01,RJAA RJAH RJBB RJCC RJCO RJFF RJFK RJFR RJGG RJNA RJNS RJNT RJOA RJOB RJOO RJSS RJTT RJTY RKNY RKPC RKPK RKSI RKSM RKSS RKTU,POVAG A326 DONVO G597 AGAVO,
ZYTL-ARGUK-01,UHHH,VENOS A588 HRB G212 ARGUK,
ZYTL-BISUN-01,UHSS UHWW,VENOS A588 LJB G341 WQG B451 BISUN,
ZYTL-POLHO-01,UIII,ORAVA W576 OVTUP W55 PAMRU W34 LADIX B339 POLHO,
ZYTL-SIMLI-01,UEEE,VENOS A588 SIMLI,
ZYTL-TAMOT-01,VVCR,KARPI W5 HCH W4 EKORO W37 OMBEB R473 WYN W18 TAMOT,
ZYTL-TELOK-01,UNAA,VENOS A588 BIDIB A345 TELOK,
ZYTL-TOMUK-01,ZKPY,POVAG A326 SANKO B332 TOMUK,
ZYTX-AGAVO-01,RJAA RJAH RJBB RJCC RJCO RJFF RJFR RJFS RJGG RJNA RJNS RJOO RJOT RJTT RJTY RKJB RKJJ RKNY RKPC RKPK RKSI RKSM RKSS RKTN RKTU ROAH RONA,TOSID A588 CHI W107 SANKO A326 DONVO G597 AGAVO,
ZYTX-ARGUK-01,CYVR KLAX KSFO UHHH,LEMOT A588 HRB G212 ARGUK,
ZYTX-BISUN-01,RJAA RJCA RJCC RJCO RJEC RJTT RJTY UHWW,LEMOT A588 LJB G341 WQG B451 BISUN,
ZYTX-GOLOT-01,RJAA RJBB RJGG RJNA RJNT RJOO RJTT RJTY ZKPY,ANSUK A345 GOLOT,
ZYTX-INTIK-01,UUDD UUEE UUMO UUWW UWUU,OMDUS A575 INTIK,
ZYTX-RULAD-01,UAAA,OMDUS A575 CHG W31 KAKAT W28 ATBUG W66 NUKTI B215 KABDO W119 GOBOK A343 RULAD,
ZYTX-SAGAG-01,VTBD VTBS,OMDUS A575 CHG G332 MUDAM G212 VYK B215 GODON W43 ATERI W193 WJC G212 SGM A581 SAGAG,
ZYTX-TAMOT-01,VVCR VVDN WADD WMKK WSAP WSSL WSSS,OMDUS A575 CHG G332 MUDAM G212 VYK W37 OMBEB R473 WYN W18 TAMOT,
ZYTX-TELOK-01,EDDF EGAE EGGW EGKK EGLL EGSS UIII ULLI UNKL UNNT UUDD UUEE UUMO UUWW UWLW,KYU A345 TELOK,
